Provider,Data Center Name,Address
Alchemy Data Centers LLC,California Data Center,"2640 Main Street, Irvine, California, EE. UU."
CenterServ,Seattle Data Center,"800 5th Avenue, Seattle, WA, USA"
Lumen,Austin 3 Data Center,"2916 Montopolis Dr, Austin, TX, USA"
Lumen,Doraville 1 Data Center,"6855 Crescent Avenue Northeast, Atlanta, GA, EE. UU."
Lumen,Fresno 2 Data Center,"7576 North Del Mar Avenue, Fresno, CA, USA"
Crown Castle,Pompano Data Center,"2530 North Andrews Avenue Extension, Pompano Beach, FL 33064, EE. UU."
CenterServ,Anaheim Data Center,"2400 East Katella Avenue, Anaheim, CA, USA"
CenterServ,Miami Data Center,"1221 Brickell Avenue, Miami, FL, USA"
Lumen,El Paso 2 Data Center,"201 West Main Drive, El Paso, TX, USA"
Lumen,Washington DC 4,"1828 L St NW, Washington, DC, USA"
Atlantic Metro Communications,SJC2 1360 Kifer Road Data Center,"1360 Kifer Road, Sunnyvale, CA, USA"
Innova Solutions,Costa Mesa Data Center,"950 South Coast Drive, Costa Mesa, CA, USA"
Fifteenfortyseven critical systems realty,Chicago IL | CHIL1 Data Center,"40 E Garfield Blvd, Chicago, Illinois, EE. UU."
VPSserver,New York Data Center,"60 Hudson Street, Hudson Street, New York, NY 10013, EE. UU."
i2b Networks,SAN01 Data Center,"8971 Complex Drive, San Diego, CA 92123, USA"
Enzu,ORD3 Chicago Data Center,"500 S Federal St, Chicago, IL, USA"
Synoptek,Sacramento Data Center,"3200 Douglas Boulevard, Roseville, CA, USA"
COPT Defense Properties,"7770 Backlick Road, Springfield","7770 Backlick Road, Springfield, VA, USA"
ColoCrossing,New York City Data Center,"1 Possumtown Road, Municipio de Piscataway, Nueva Jersey, EE. UU."
Coloblox,SMY1 Data Center,"1100 Circle 75th Parkway Southeast, Atlanta, GA 30339, USA"
DataBank,DFW6 - Dallas Love Field Data Center,"8600 Harry Hines Boulevard, Dallas, TX, USA"
MDC Data Centers,EGP1 Eagle Pass Data Center,"464 Bliss St, Eagle Pass, TX 78852, USA"
Lumos Networks,342 N Court Ave Data Center,"342 North Court Avenue, Covington, VA, USA"
Cogent Communications,Pittsburgh Data Center,"3126 Liberty Ave, Pittsburgh, Pennsylvania 15201, USA"
CenterServ,Glendale Data Center,"450 North Brand Boulevard, Glendale, CA, USA"
"Superb Internet, A CherryRoad Company",DCA2 - McLean Data Center,"8201 Greensboro Dr, McLean, VA, USA"
OneSource Cloud Corporation,Databank MI1,"50 Northeast 8th Street, Miami, FL 33132, USA"
Innova Solutions,Roseville Data Center,"1544 Eureka Road suite 100, Roseville, California, USA"
Digital Realty,Northern Virginia ACC7 Data Center,"21625 Gresham Drive, Ashburn, VA, USA"
CenterServ,Santa Clara Data Center,"2033 Gateway Place, San Jose, CA, USA"
CenterServ,Chula Vista Data Center,"333 H Street, Chula Vista, CA, USA"
Krypt,"Data Center El Segundo, CA (LAX15)","1920 E Maple Ave, El Segundo, CA 90245, USA"
Lumen,South Holland 1 Data Center,"200 East 166th Street, South Holland, IL, USA"
COPT Defense Properties,"1753 Pinnacle Drive, Tysons","1753 Pinnacle Drive, Tysons, Virginia 22102, USA"
Telstra,Los Angeles Data Center,"600 7th St, Los Angeles, CA 90017, USA"
OneSource Cloud Corporation,Databank DB,"400 South Akard Street, Dallas, TX 75202, USA"
Crown Castle,Albany Data Center,"80 State Street, Albany, Nueva York, EE. UU."
Coloblox,SMY2 Data Center,"900 Circle 75 Parkway, Atlanta, GA 30339, USA"
CenterServ,Jersey City Data Center,"2500 5th Street, Jersey City, NJ, USA"
Lumen,Dayton 3 Data Center,"1 South Main Street, Dayton, OH, USA"
Lumen,Herndon 3 Data Center,"524 Van Buren Street, Herndon, VA, USA"
Lumen,Washington DC 1 Data Center,"1120 Vermont Avenue Northwest, Washington D.C., Distrito de Columbia, USA"
Crown Castle,Newark Data Center,"165 Halsey Street, Newark, NJ 07102, EE. UU."
CDS Global,DA1 (Dallas) Data Center,"400 South Akard Street, Dallas, Texas, EE. UU."
Cogent Communications,Herndon Data Center,"510 Huntmar Park Drive, Herndon, VA, USA"
Lumen,Atlanta 5 Data Center,"953 Donnelly Avenue Southwest, Atlanta, GA, USA"
Lumen,Cincinnati 4 Data Center,"9490 Meridian Way, West Chester Township, OH, USA"
Lumen,Miami 1 Data Center,"49 Northwest 5th Street, Miami, FL, USA"
Fifteenfortyseven critical systems realty,McAllen TX | MCTX1 Data Center,"1547 Critical Systems Realty, Freneau Avenue, Matawan, Nueva Jersey, EE. UU."
One Data Center America,Ontario CA Data Center,"3833 Ebony Street, Ontario, CA, USA"
CenterServ,Long Beach Data Center,"111 W Ocean Blvd, Long Beach, CA, USA"
HorizonIQ,Oakland Data Center,"720 2nd St, Oakland, CA, USA"
NaviSite,Syracuse Data Center,"125 Elwood Davis Road, Syracuse, NY, USA"
Lumen,Cambridge 2 Data Center,"1 Main Street, Cambridge, MA, USA"
Crown Castle,Marlborough Data Center,"34 St Martin Dr, Marlborough, MA 01752, EE. UU."
CoreSpace,Chicago Data Center,"350 East Cermak Road, Chicago, Illinois, EE. UU."
Vision Net,Billings Data Center,"1030 Central Ave, Billings, MT 59102, EE. UU."
Cogent Communications,La Mirada Data Center,"16680 Valley View Avenue, La Mirada, California 90638, USA"
Cogent Communications,Worcester Data Center,"52 Lagrange St, Worcester, Massachusetts 01610, USA"
Lumen,Chicago 6 Data Center,"101 North Wacker Drive, Chicago, IL, USA"
CDS Global,Los Angeles Data Center,"600 West 7th Street, Los Angeles, California, EE. UU."
Cloudnium LLC,San Angelo Data Center,"2701 S Johnson St, San Angelo, TX, USA"
Midco Business,Fargo Data Center,"4624 28th Ave S, Fargo, ND, USA"
Innova Solutions,Virginia Data Center,"8229 Boone Boulevard, Vienna, VA 22182, USA"
netrix llc,Netrix Alsip,"12620 South Holiday Drive, Alsip, IL 60803, USA"
menlo digital,Palo Alto Data Center,"529 Bryant Street, Palo Alto, California, EE. UU."
menlo digital,Ashburn Data Center,"43790 Devin Shafron Drive, Ashburn, VA, EE. UU."
Alchemy Data Centers LLC,Los Angeles 1 Data Center,"6171 W Century Blvd, Los Ángeles, Los Angeles, CA 90045, EE. UU."
Enzu,JFK3 New York Data Center,"32 Avenue of the Americas, New York, NY, USA"
Lumen,Stratford 1 Data Center,"501 Texas Street, Stratford, TX, USA"
Cogent Communications,Chicago 3 Data Center,"4200 W 40th St, Chicago, Illinois 60632, USA"
Lumen,Chicago 3 Data Center,"200 North LaSalle Street, Chicago, IL, USA"
westelcom networks,Plattsburgh Data Center,"24 Margaret Street, Plattsburgh, Nueva York, EE. UU."
Iron Rails Data Centers,701 River Street Data Center,"701 River Street, Troy, NY, USA"
Cogent Communications,Oroville Data Center,"2405 Bird St, Oroville, California 95965, USA"
Aptum Technologies,Miami Data Center,"2300 Northwest 89th Place, Hialeah, Florida, EE. UU."
"Superb Internet, A CherryRoad Company",DCA3 - Springfield Data Center,"6621 Electronic Drive, Springfield, VA, USA"
Hivelocity,LA2 Digital Realty,"600 W 7th St suite 550, Los Angeles, CA, USA"
"Colovore, LLC",SJC02 Santa Clara Data Center,"3060 Raymond St, Santa Clara, CA, USA"
Lumen,Denver Data Center,"14200 E Jewell Ave, Aurora, CO 80012, EE. UU."
vaultas,St. Cloud Data Center,"3701 18th St S, St. Cloud, Minnesota, EE. UU."
menlo digital,Sunnyvale Data Center,"444 Toyama Drive, Sunnyvale, California, EE. UU."
Conscious Networks,Washington DC Data Center,"44464 Guilford Drive, Ashburn, VA, USA"
Hivelocity,IAD2 Ashburn VA,"21715 Filigree Court building f, Ashburn, VA, USA"
Edgeuno,DAL1 Dallas Data Center,"1990 North Stemmons Freeway, Dallas, Texas 75207, USA"
Edgeuno,IAD1 Ashburn Data Center,"44470 Chilum Place, Ashburn, Virginia 20147, USA"
Cogent Communications,Hollywood Data Center,"3924 Pembroke Rd, Pembroke Park, Florida 33021, USA"
Lumen,Buffalo 3 Data Center,"715 Delaware Avenue, Buffalo, NY, USA"
Crown Castle,Worchester Data Center,"474 Main Street, Worcester, Massachusetts 01608, EE. UU."
Fifteenfortyseven critical systems realty,Chicago IL | CHIL2 Data Center,"725 South Wells Street, Chicago, Illinois, EE. UU."
CoreSpace,Dallas Data Center,"7505 John W. Carpenter Freeway, Dallas, Texas, EE. UU."
DataBank,DataBank IAD3 Data Center,"21630 Red Rum Drive, Ashburn, VA 20147, USA"
Lumen,Sacramento Data Center,"1075 Triangle Court, Broderick, California, EE. UU."
Crown Castle,Syracuse Data Center,"2 South Clinton Street, Siracusa, Nueva York, EE. UU."
"Consolidated Communications Holdings, Inc.",Heights Data Center,"7656 Old Auburn Road, Citrus Heights, California, EE. UU."
"Consolidated Communications Holdings, Inc.",McClellan Data Center,"5115 Arnold Avenue, McClellan Park, Sacramento, California, EE. UU."
Lumen,El Paso 1 Data Center,"501 West Overland Avenue, El Paso, TX, USA"
Quest Technology Management,Quest Ashburn Data Center,"21715 Filigree Ct, Ashburn, VA 20147, USA"
Lumen,Aurora 1 Data Center,"23901 East 6th Avenue, Aurora, CO, USA"
NTT Global Data Centers,VA11 Data Center,"7251 Grove Hill Lane, Zion Crossroads, VA, EE. UU."
westelcom networks,Watertown Data Center,"130 Park Place, Watertown, NY 13601, EE. UU."
i2b Networks,SAN02 Data Center,"8830 Complex Drive, San Diego, CA 92123, USA"
Lumen,Denver 5 Data Center,"14200 East Jewell Avenue, Aurora, CO, USA"
COPT Defense Properties,"16542 Commerce Dr, Dahlgren","16542 Commerce Dr, Dahlgren, VA, USA"
Cogent Communications,Sparta Data Center,"500 Weldon Rd, Sparta, New Jersey 07849, USA"
Cogent Communications,Hackensack Data Center,"280 State Street, Hackensack, NJ, USA"
Global Ip Networks INC,Plano Data Center,"1009 Jupiter Rd, Plano, TX 75074, EE. UU."
CloudHQ,SJC Campus United States,"552 Reed St, Santa Clara, California 95050, USA"
Cogent Communications,Albany Data Center,"89 Hannay Ln, Glenmont, New York 12077, USA"
Sabey Data Centers,SDC Ashburn Data Center,"21741 Red Rum Dr, Ashburn, VA 20147, USA"
Lumen,Albany 5 Data Center,"107 Hermes Rd, Ballston Spa, Malta, NY, USA"
Lumen,Arlington Heights 1 Data Center,"1305 East Algonquin Road, Schaumburg, IL, USA"
Lumen,Seattle 4 Data Center,"223 Taylor Ave N, Seattle, WA, USA"
menlo digital,Andover Data Center,"15 Shattuck Road, Andover, Massachusetts, EE. UU."
DXC Technology,CSCVA1 Data Center,"14120 Newbrook Drive, Chantilly, Virginia, EE. UU."
Cogent Communications,El Paso Data Center,"151 North Boone Street, El Paso, Texas 79905, USA"
Lumen,Chicago 4 Data Center,"600 West Chicago Avenue, Chicago, IL, USA"
DataBank,DataBank IAD4 Data Center,"21625 Red Rum Drive, Ashburn, VA 20147, USA"
M&A Technology Inc.,Alpha Data Center,"4407 Alpha Road, Dallas, TX 75244, USA"
Total Server Solutions,Los Angeles Data Center,"1920 East Maple Avenue, El Segundo, California, EE. UU."
China Telecom,Telehouse Teleport Data Center,"7 Teleport Dr, Staten Island, NY 10311, USA"
Innova Solutions,Oxnard Data Center,"1701 Solar Dr suite 145, Oxnard, California, USA"
Global Ip Networks INC,Dallas Data Center,"2020 Live Oak St, Dallas, TX 75201, EE. UU."
DataBank,DFW8 - Plano Data Center,"8375 Dominion Pkwy, Plano, Texas 75024, USA"
menlo digital,Chicago Data Center,"601 West Polk Street, Chicago, Illinois, EE. UU."
OpenMetal.io,West Coast,"600 West 7th Street 5th floor suite 550, Los Angeles, CA, USA"
Atlantic Metro Communications,MIA1 2115 Northwest 22nd Avenue Data Center,"2115 Northwest 22nd Avenue, Miami, FL, USA"
Innova Solutions,Torrance Data Center,"19191 S Vermont Ave, Torrance, CA 90502, USA"
Krypt,"Data Center Seattle, WA (SEA1)","140 4th Ave N, Seattle, WA 98109, USA"
Lumen,East Syracuse Data Center,"6007 Fair Lakes Road, East Syracuse, NY, USA"
DCI Data Center Services,Avenue South 2 Data Center,"331 2nd Avenue South, Minneapolis, MN 55401, EE. UU."
IPTP Networks,Seattle Data Center,"2001 6th Ave #300, Seattle, Washington 98121, USA"
Krypt,"Data Center Emeryville, CA (OAK1)","1400 65th Street suite 150, Emeryville, CA 94608, USA"
Lumen,Herndon 1 Data Center,"520 Van Buren Street, Herndon, VA, USA"
Cogent Communications,Billings Data Center,"3025 Hesper Road, Billings, MT 59102, EE. UU."
5nines,5NINES Data Center,"8420 Frederick Street, Omaha, NE 68124, USA"
Hivelocity,IAD3 Ashburn VA,"21635 Red Rum Dr, Ashburn, VA 20147, USA"
Lumen,McAllen 1 Data Center,"906 Beech Avenue, McAllen, TX, USA"
Cogent Communications,Syracuse Data Center,"402 N Midler Ave, Syracuse, New York 13206, USA"
Lumen,Wichita Falls 1 Data Center,"301 Lee Street, Wichita Falls, TX, USA"
Lumen,Anaheim 2 Data Center,"2463 West La Palma Avenue, Anaheim, CA, USA"
Innova Solutions,Northridge Data Center,"8550 Balboa Blvd suite 275, Northridge, California, USA"
Vision Net,Helena Data Center,"1084 Helena Avenue, Helena, MT 59601, EE. UU."
vaultas,Alexandria Data Center,"720 Hawthorne St, Alexandria, MN 56308, United States"
Cogent Communications,Dallas 2 Data Center,"146 Parkhouse St, Dallas, Texas 75207, USA"
Crown Castle,New York Data Center,"111 8th Avenue, Nueva York, EE. UU."
Kpn International,KPN International New York,"111 8th Avenue, New York, NY 10011, USA"
Krypt,"Data Center Santa Clara, CA (SJC3)","3080 Raymond St, Santa Clara, CA 95054, USA"
Lumen,New York Data Center,"71 Clinton Road, Garden City, NY 11530, EE. UU."
Zenlayer,ATL3 Atlanta Data Center,"1150 White St SW, Atlanta, Georgia 30310, USA"
DCI Data Center Services,Avenue South Data Center,"1001 3rd Avenue South, Minneapolis, MN 55404, EE. UU."
Innova Solutions,Santa Maria Data Center,"210 East Enos Drive suite c, Santa Maria, California, USA"
netrix llc,Netrix Deerfield,"2801 Lakeside Drive, Bannockburn, IL 60015, USA"
BlueBridge Networks,BlueBridge Cleveland Data Center,"1255 Euclid Avenue suite 500, Cleveland, OH 44115, USA"
Lumen,Dallas Data Center,"1201 Main Street, Dallas, TX, USA"
Atlantic Metro Communications,SI1 7 Teleport Dr Data Center,"7 Teleport Dr, Staten Island, NY, USA"
Nocix LLC,Swift Data Center,"1530 Swift St, North Kansas City, MO 64116, EE. UU."
CenterServ,Oakland Data Center,"505 14th Street, Oakland, CA, USA"
HorizonIQ,Los Angeles 7 Data Center,"1 Wilshire Boulevard, Los Angeles, CA, USA"
Innova Solutions,Visalia Data Center,"2906 West Main Street, Visalia, California, USA"
LOGIX Fiber Networks,Dallas Data Center,"2323 Bryan Street, Dallas, Texas, EE. UU."
M&A Technology Inc.,Neutron Data Center,"13616 Neutron Road, Dallas, TX 75244, USA"
Atlantic Metro Communications,LAX4 626 Wilshire Building Data Center,"626 Wilshire Building, Wilshire Boulevard, Los Angeles, CA, USA"
OneSource Cloud Corporation,Digital Realty IAD39,"44273 Round Table Plaza, Ashburn, VA 20147, USA"
Lumen,Manchester Data Center,"19700s Highway 1, Manchester, CA 95459, EE. UU."
Innova Solutions,West Covina Data Center,"100 North Citrus Street suite 150, West Covina, California, USA"
menlo digital,Ashburn 2 Data Center,"21551 Beaumeade Circle, Ashburn, VA, EE. UU."
HorizonIQ,Los Angeles 6 Data Center,"624 North Grand Avenue, Los Angeles, CA, USA"
Lumen,Los Angeles 4 Data Center,"600 Wilshire Boulevard, Los Angeles, CA, USA"
"Consolidated Communications Holdings, Inc.",Fargo Data Center,"3312 42nd Street South suite 100, Fargo, North Dakota 58104, USA"
menlo digital,Santa Clara Data Center,"4650 Old Ironsides Drive, Santa Clara, California, EE. UU."
CoreSpace,One Wilshire Data Center,"624 South Grand Avenue, Los Ángeles, Los Angeles, CA 90017, EE. UU."
Data Foundry Inc,Data Foundry 01 (Texas 1),"4100 Smith School Rd bldg 1, Austin, TX 78744, EE. UU."
Lumen,Seattle 5 Data Center,"22722 29th Avenue South, Seattle, WA, USA"
Data Foundry Inc,Data Foundry 02 (Texas 2),"100 Smith School Rd bldg 2, Austin, TX 78744, EE. UU."
Navisite,Andover Data Center,"400 Minuteman Road, Andover, MA 01810, USA"
IPTP Networks,Sanjose Data Center,"11 Great Oaks Boulevard, San Jose, CA 95119, USA"
Lumen,Manchester 1 Data Center,"19700 CA-1, Manchester, CA, USA"
Krypt,"Data Center Reston, VA (IAD2)","21701 Filigree Ct, Ashburn, VA 20147, USA"
Sabey Data Centers,SDC Seattle East 1,"3411 South 120th Place, Tukwila, WA 98168, USA"
Zenlayer,ATL5 Atlanta Data Center,"180 Peachtree Street Northwest, Atlanta, GA 30303, EE. UU."
Data Foundry Inc,Data Foundry 00,"7401 E Ben White Blvd #1000, Austin, TX 78741, EE. UU."
Fidelity National Information Services fis,Ridgefield Data Center,"1008 Virgil Avenue, Ridgefield, New Jersey, United States"
Digital Realty,Silicon Valley SJC35 Data Center,"3205 Alfred Street, Santa Clara, CA, USA"
menlo digital,Santa Clara 2 Data Center,"4700 Old Ironsides Drive, Santa Clara, California, EE. UU."
Zenlayer,SJC5 Data Center,"3035 Stender Way, Santa Clara, CA 95054, EE. UU."
Sabey Data Centers,SDC East 2,"3311 South 120th Place, Tukwila, WA 98168, USA"
Zenlayer,NYC5 New York City Data Center,"111 8th Avenue, New York, NY 10011, EE. UU."
Lumen,New York 2a Data Center,"85 Tenth Ave, 10th Avenue, New York, NY, USA"
Zenlayer,SJC9 San Jose Data Center,"7 Great Oaks Boulevard, San Jose, California 95119, EE. UU."
Claranet Ltd,Claranet San Francisco Data Center,"555 California Street suite 4925, San Francisco, California, EE. UU."
Zenlayer,SJC4 Data Center,"4700 Old Ironsides Drive, Santa Clara, CA 95054, EE. UU."
Zenlayer,SJC8 Data Center,"2401 Walsh Avenue, Santa Clara, CA 95051, EE. UU."
Sabey Data Centers,SDC Seattle West B,"12201 Tukwila International Boulevard, Tukwila, WA 98168, USA"
Data Foundry Inc,Houston 2,"660 Greens Pkwy, Houston, TX 77067, EE. UU."
Secant Technologies,Michigan Data Center,"6395 Technology Avenue, Kalamazoo, MI 49009, USA"
Zenlayer,ATL6 Atlanta Data Center,"1101 Donnelly Ave SW, Atlanta, GA 30310, EE. UU."
Sabey Data Centers,SDC West C,"12101 Tukwila International Boulevard, Tukwila, WA 98168, USA"
Lifeline data centers,Fort Wayne Data Center,"7601 South Anthony Boulevard, Fort Wayne, IN 46816, EE. UU."
Sabey Data Centers,SDC Seattle East 3,"3333 South 120th Place, Tukwila, WA 98168, USA"
Lifeline data centers,North Shadeland Data Center,"401 North Shadeland Avenue, Indianapolis, IN 46219, EE. UU."
Fireline Broadband,Los Angeles Data Center,"5900 Wilshire Blvd, Los Angeles, CA 90036, EE. UU."
Navisite,Santa Clara Data Center,"2805 Lafayette Street, Santa Clara, CA 95050, EE. UU."
Sabey Data Centers,SDC Intergate Ashburn Building B,"21745 Red Rum Drive, Ashburn, VA 20147, USA"
Zenlayer,MIA3 Miami Data Center,"100 Northeast 80th Terrace, Miami, FL 33138, EE. UU."
Zenlayer,ATL7 Atlanta Data Center,"56 Marietta Street NorthWest, Atlanta, GA 30303, EE. UU."
IPTP Networks,New York Data Center,"111 8th Avenue suite 524, Manhattan, New York, NY 10011, USA"
Telxius,Boca Raton Data Center,"6503 West Rogers Circle, Boca Raton, FL 33487, USA"
Telxius,Data Center - TJAX01 Jacksonville,"402 2nd Avenue South, Jacksonville Beach, Florida, USA"
T5 Data Centers,@Chicago Data Center,"200 Innovation Drive, Elk Grove Village, IL, USA"
Peace Communications,Nashville Data Center,"147 4th Avenue North 8th floor, Nashville, TN 37219, EE. UU."
IPTP Networks,Secaucus Data Center,"755 Secaucus Road, Secaucus, NJ 07094, USA"
Peace Communications,Chattanooga Data Center,"1100 East 11th Street, Chattanooga, Tennessee, EE. UU."
Zenlayer,ATL9 Atlanta Data Center,"1800 Thomas St, Atlanta, GA 30318, USA"
Zenlayer,ATL8 Atlanta Data Center,"305 Satellite Blvd NW, Suwanee, GA 30024, EE. UU."
